category,relationship_type,description,wikidata_property,directionality,parent_relationship,specificity_level,lcc_code,lcsh_heading,fast_id,status,note,source,version,lifecycle_status,reify_as,cidoc_crm_code,cidoc_crm_kind,wikidata_label,crminf_applicable,mapping_source
Geographic,PART_OF,Place is part of larger place,P361,forward,,2,G,Geography,940469,active,Use for spatial composition - region PART_OF country,spatial_composition,1.0,candidate,,,,,false,
Geographic,RENAMED,Renamed place or entity,P1448,forward,,1,G,Geography,940469,active,,extraction_appendix,1.0,implemented,EVENT,E15_Identifier_Assignment,CLASS,official name,false,relationship_types_seed.cypher
Geographic,RENAMED_TO,Place was renamed to new name,P1448,inverse,,1,G,Geography,940469,active,,extraction_appendix,1.0,implemented,EVENT,E15_Identifier_Assignment,CLASS,,false,relationship_types_seed.cypher
Geographic,RESIDENCE_OF,Place was residence of a person,,inverse,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,STATE,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Honorific,AWARDED_TO,Award was given to person,P166,inverse,HONORED,2,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,award received,false,relationship_types_seed.cypher
Honorific,AWARD_RECEIVED,Person received award or decoration,P166,forward,HONORED,2,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Honorific,DECORATED_WITH,Person decorated with award,,forward,HONORED,3,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Honorific,DECORATION_OF,Decoration was awarded to person,,inverse,HONORED,3,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Honorific,GRANTED_TITLE,Title was granted to person,,forward,HONORED,3,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Honorific,HONORED,Honored or praised person,,forward,HONORED,1,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Honorific,HONORED_BY,Was honored by,,inverse,HONORED,1,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Honorific,TITLE_GRANTED_BY,Person was granted title by grantor,,inverse,HONORED,3,CR,Honors,959979,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Ideological,ADHERES_TO,Person or organization adheres to ideology,P1142,forward,,1,HM,Ideology,967151,active,,bidirectional_csv,1.0,implemented,PROPERTY,P2_has_type,PROPERTY,ideology,false,relationship_types_seed.cypher
Ideological,IDEOLOGY_OF,Ideology is adhered to by person/organization,P1142,inverse,,1,HM,Ideology,967151,active,,bidirectional_csv,1.0,implemented,PROPERTY,P2i_is_type_of,PROPERTY,,false,relationship_types_seed.cypher
Institutional,APPOINTED,Entity appointed person to office,P39,forward,,1,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,position held,false,relationship_types_seed.cypher
Institutional,APPOINTED_BY,Person was appointed by entity,P39,inverse,,1,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Institutional,INSTITUTIONAL_ACTION,Generic institutional action,,unidirectional,,1,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Institutional,LEGITIMATED,Institution legitimated authority,,forward,,1,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Institutional,LEGITIMATED_BY,Authority was legitimated by institution,,inverse,,1,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Institutional,REFORMED,Reformed institution/system,,forward,INSTITUTIONAL_ACTION,2,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E11_Modification,CLASS,,false,relationship_types_seed.cypher
Institutional,REFORMED_BY,Was reformed by,,inverse,INSTITUTIONAL_ACTION,2,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E11_Modification,CLASS,,false,relationship_types_seed.cypher
Institutional,REINSTATED,Reinstated dormant office/institution,,forward,INSTITUTIONAL_ACTION,2,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E63_Beginning_of_Existence,CLASS,,false,relationship_types_seed.cypher
Institutional,REINSTATED_BY,Was reinstated by,,inverse,INSTITUTIONAL_ACTION,2,JF,Political institutions,1069240,active,,bidirectional_csv,1.0,implemented,EVENT,E63_Beginning_of_Existence,CLASS,,false,relationship_types_seed.cypher
Legal,CHARGED_WITH,Person was charged with crime,,forward,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Legal,CHARGES_AGAINST,Crime was charged against person,,inverse,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Legal,CONDEMNATION_OF,Condemnation without trial of person,,inverse,LEGAL_ACTION,3,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Legal,CONDEMNED_WITHOUT_TRIAL,Condemned without judicial trial,,forward,LEGAL_ACTION,3,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Legal,CONVICTED_OF,Person was convicted of crime,P1399,forward,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,convicted of,false,relationship_types_seed.cypher
Legal,CONVICTION_OF,Crime had person convicted,P1399,inverse,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,convicted of,false,manual_curated_2026-02-13
Legal,EXECUTED,Entity executed individual/small group,,forward,LEGAL_ACTION,3,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E69_Death,CLASS,,false,relationship_types_seed.cypher
Legal,EXECUTED_BY,Individual was executed by entity,,inverse,LEGAL_ACTION,3,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E69_Death,CLASS,,false,relationship_types_seed.cypher
Legal,IMPRISONED_IN,Person was imprisoned in facility,,forward,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Legal,IMPRISONMENT_OF,Facility held person imprisoned,,inverse,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Legal,LEGAL_ACTION,Generic legal action,,unidirectional,,1,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Legal,SENTENCED_TO,Person was sentenced to punishment,,forward,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Legal,SENTENCE_OF,Punishment was sentenced to person,,inverse,LEGAL_ACTION,2,K,Law,993678,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Linguistic,LANGUAGE_OF,Language was spoken by people/group,P1412,inverse,,1,P,Language and languages,992154,active,,extraction_appendix,1.0,implemented,PROPERTY,P72i_is_language_of,PROPERTY,,false,relationship_types_seed.cypher
Linguistic,SPOKE_LANGUAGE,People/group spoke a language,P1412,forward,,1,P,Language and languages,992154,active,,extraction_appendix,1.0,implemented,PROPERTY,P72_has_language,PROPERTY,languages,false,relationship_types_seed.cypher
Measurement,HAS_INDICATOR,Entity has quantified indicator,,forward,,1,QA,Measurement,1715944,active,,bidirectional_csv,1.0,implemented,PROPERTY,P43_has_dimension,PROPERTY,Quantitative property,false,relationship_types_seed.cypher
Measurement,INDICATOR_OF,Quantified indicator describes entity,,inverse,,1,QA,Measurement,1715944,active,,bidirectional_csv,1.0,implemented,PROPERTY,P43i_is_dimension_of,PROPERTY,(Inverse),false,relationship_types_seed.cypher
Membership,HAS_MEMBER,Group has member,P463,inverse,,1,HS,Organizations,1047747,active,,bidirectional_csv,1.0,implemented,EVENT,E85_Joining,CLASS,member of,false,manual_curated_2026-02-13
Membership,MEMBER_OF,Person is member of group,P463,forward,,1,HS,Organizations,1047747,active,,bidirectional_csv,1.0,implemented,EVENT,E85_Joining,CLASS,member of,false,manual_curated_2026-02-13
Military,BATTLED_IN,Entity fought in battle,P607,forward,MILITARY_ACTION,2,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,conflict,false,manual_curated_2026-02-13
Military,BATTLE_PARTICIPANT,Entity was participant in battle,,inverse,MILITARY_ACTION,2,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Military,BESIEGED,Laid siege to place,,forward,FOUGHT_IN,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Military,BESIEGED_BY,Place was besieged by,,inverse,FOUGHT_IN,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Military,BETRAYED,Entity betrayed trust/loyalty,,forward,MILITARY_ACTION,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Military,BETRAYED_BY,Entity was betrayed,,inverse,MILITARY_ACTION,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Military,COMMANDED_BY,Was commanded by,,inverse,POSITION_HELD,2,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Military,DEFEATED,Defeated opponent in battle/campaign,,forward,FOUGHT_IN,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Military,DEFEATED_BY,Was defeated by opponent,,inverse,FOUGHT_IN,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Military,DEFECTED_FROM,Defected from,,inverse,RELATED_TO,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E86_Leaving,CLASS,,false,relationship_types_seed.cypher
Military,DEFECTED_TO,Defected to join,,forward,RELATED_TO,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E85_Joining,CLASS,,false,relationship_types_seed.cypher
Military,FOUGHT_IN,Entity participated in battle/war,P607,forward,MILITARY_ACTION,1,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,conflict,false,manual_curated_2026-02-13
Military,GARRISONED,Left military garrison in place,,forward,,1,U,Military art and science,1020874,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Military,GARRISONED_BY,Place was garrisoned by military force,,inverse,,1,U,Military art and science,1020874,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Military,LEVELLED,Completely destroyed/razed to ground,,forward,,1,U,Military art and science,1020874,active,,extraction_appendix,1.0,implemented,EVENT,E6_Destruction,CLASS,,false,relationship_types_seed.cypher
Military,LEVELLED_BY,Place was completely destroyed/razed,,inverse,,1,U,Military art and science,1020874,active,,extraction_appendix,1.0,implemented,EVENT,E6_Destruction,CLASS,,false,relationship_types_seed.cypher
Military,MASSACRED,Massacred group of people,,forward,FOUGHT_IN,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Military,MASSACRED_BY,Was massacred by,,inverse,FOUGHT_IN,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Military,MILITARY_ACTION,Generic military action,,unidirectional,,1,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Military,SACKED,Pillaged or sacked place,,forward,FOUGHT_IN,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Military,SACKED_BY,Place was sacked by,,inverse,FOUGHT_IN,3,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Military,SALLIED_FROM,Made military sortie/sally from besieged place,,forward,,1,U,Military art and science,1020874,active,,extraction_appendix,1.0,implemented,EVENT,E9_Move,CLASS,,false,relationship_types_seed.cypher
Military,SERVED_UNDER,Served under commander,,forward,POSITION_HELD,2,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Moral,COMMITTED_SUICIDE,Person committed suicide,,forward,,3,BJ,Ethics,915833,active,,bidirectional_csv,1.0,candidate,,,,,false,
Moral,RESPONSIBILITY_OF,Atrocity/policy had person/regime responsible,,inverse,CAUSED,3,BJ,Ethics,915833,active,,bidirectional_csv,1.0,candidate,,,,,false,
Moral,RESPONSIBLE_FOR,Person or regime held responsible for atrocity/policy,,forward,CAUSED,3,BJ,Ethics,915833,active,,bidirectional_csv,1.0,candidate,,,,,false,
Political,ADVISED,Institution advised another,,forward,,1,JA,Political science,1069263,active,,roman_republic_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Political,ALLIED_VIA_MARRIAGE,Political alliance via marriage,,forward,ALLIED_WITH,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Political,ALLIED_WITH,Maintained formal/strategic alliance,,forward,RELATED_TO,2,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Political,APPLIES_TO_JURISDICTION,Law/office applies to territory,P1001,forward,,1,JA,Political science,1069263,active,,roman_republic_csv,1.0,implemented,STATE,E3_Condition_State,CLASS,applies to jurisdiction,false,relationship_types_seed.cypher
Political,CAUSED_COLLAPSE_OF,Entity caused collapse of polity,P576,inverse,POLITICAL_CHANGE,2,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E64_End_of_Existence,CLASS,,false,relationship_types_seed.cypher
Political,COLLAPSED,Political entity ceased to function,P576,forward,POLITICAL_CHANGE,2,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E64_End_of_Existence,CLASS,dissolved date,false,relationship_types_seed.cypher
Political,COMPETED_WITH,Political rivalry,,symmetric,,1,JA,Political science,1069263,active,,roman_republic_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Political,CONQUERED,Entity conquered territory/polity,,forward,CONTROLLED,2,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E8_Acquisition,CLASS,,false,relationship_types_seed.cypher
Political,CONQUERED_BY,Territory was conquered by entity,,inverse,CONTROLLED,2,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E8_Acquisition,CLASS,,false,relationship_types_seed.cypher
Political,CONTROLLED,Political entity controlled territory,P17,forward,POLITICAL_CONTROL,1,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,country,false,relationship_types_seed.cypher
Political,CONTROLLED_BY,Territory was controlled by entity,P17,inverse,POLITICAL_CONTROL,1,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Political,DECLARED_FOR,Publicly declared support for,,forward,RELATED_TO,2,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Political,DECLARED_FOR_BY,Received declaration of support from,,inverse,RELATED_TO,2,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Political,DEPOSED,Removed from power,,forward,,1,JA,Political science,1069263,active,,roman_republic_csv,1.0,implemented,EVENT,E86_Leaving,CLASS,,false,relationship_types_seed.cypher
Political,DESIGNATED_HEIR_OF,Person was designated as heir,,forward,POLITICAL_CHANGE,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Political,ENDED_EXISTENCE_OF,Event ended existence of entity,P582,inverse,POLITICAL_STATUS,2,JA,Political science,1069263,active,,bidirectional_csv,1.0,candidate,,,,,false,
Political,GAINED_SOVEREIGNTY_OVER,Gained political sovereignty over entity,,inverse,,1,JA,Political science,1069263,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Political,GOVERNED,Person governed a place,,forward,,1,JA,Political science,1069263,active,,roman_republic_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Political,HAS_TRIBUTARY,Empire had tributary polity,,inverse,CONTROLLED,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Political,HEIR_TO,Person's heir was designated,,inverse,POLITICAL_CHANGE,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Political,LOST_SOVEREIGNTY,Lost political independence/sovereignty,,forward,,1,JA,Political science,1069263,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Political,MANIPULATED,Manipulated entity/person,,forward,INFLUENCED,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Political,MANIPULATED_BY,Was manipulated by,,inverse,INFLUENCED,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Political,MARRIAGE_ALLIANCE_WITH,Marriage alliance partner,,inverse,ALLIED_WITH,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Political,OPPOSED,Person/group opposed another,,forward,,1,JA,Political science,1069263,active,,roman_republic_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Political,OUTLAWED,Declared person an outlaw/enemy,,forward,LEGAL_ACTION,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Political,OUTLAWED_BY,Was outlawed by authority,,inverse,LEGAL_ACTION,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Political,POLITICAL_CHANGE,Generic political change,,unidirectional,,1,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E5_Event,CLASS,,false,relationship_types_seed.cypher
Political,POLITICAL_CONTROL,Generic political control,,unidirectional,,1,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,STATE,E3_Condition_State,CLASS,,false,relationship_types_seed.cypher
Political,POLITICAL_STATUS,Generic political status,,unidirectional,,1,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,PROPERTY,P2_has_type,PROPERTY,,false,relationship_types_seed.cypher
Political,PROSCRIBED,Officially proscribed (Roman proscription),,forward,LEGAL_ACTION,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Political,PROSCRIPTION_OF,Subject of proscription,,inverse,LEGAL_ACTION,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,candidate,,,,,false,
Political,SUBJUGATED,Conquered/subdued and incorporated into empire,,forward,,1,JA,Political science,1069263,active,,extraction_appendix,1.0,candidate,,,,,false,
Political,SUBJUGATED_BY,Was conquered/subdued and incorporated,,inverse,,1,JA,Political science,1069263,active,,extraction_appendix,1.0,candidate,,,,,false,
Political,SUCCEEDED_BY,Person was succeeded by successor,P1366,inverse,POLITICAL_CHANGE,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,candidate,,,,replaced by,false,manual_curated_2026-02-13
Political,SUCCESSOR_OF,Successor succeeded person,P1365,forward,POLITICAL_CHANGE,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,candidate,,,,replaces,false,manual_curated_2026-02-13
Political,SURVIVED_UNTIL,Entity survived until event/date,P582,forward,POLITICAL_STATUS,2,JA,Political science,1069263,active,,bidirectional_csv,1.0,candidate,,,,,false,
Political,TRIBUTARY_OF,Polity paid tribute to empire,,forward,CONTROLLED,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,candidate,,,,,false,
Political,VETOED,Person blocked another's action,,forward,,1,JA,Political science,1069263,active,,roman_republic_csv,1.0,candidate,,,,,false,
Position,APPOINTED_TO,Was appointed to position,P39,forward,POSITION_HELD,2,JF,Public officers,1082238,active,,bidirectional_csv,1.0,candidate,,,,position held,false,manual_curated_2026-02-13
Position,COLLEAGUE_WITH,Shared office contemporaneously,,symmetric,RELATED_TO,2,JF,Public officers,1082238,active,,bidirectional_csv,1.0,candidate,,,,,false,
Position,COMMANDED,Commanded forces,,forward,POSITION_HELD,2,JF,Public officers,1082238,active,,bidirectional_csv,1.0,candidate,,,,,false,
Position,OFFICE_HELD_BY,Office was held by person,P39,inverse,,1,JF,Public officers,1082238,active,,bidirectional_csv,1.0,candidate,,,,,false,
Position,POSITION_HELD,Person held a position or office,P39,forward,,1,JF,Public officers,1082238,active,,bidirectional_csv,1.0,candidate,,,,,false,
Position,RESIGNATION_OF,Resignation from office by person,,inverse,POSITION_HELD,3,JF,Public officers,1082238,active,,bidirectional_csv,1.0,candidate,,,,,false,
Position,RESIGNED_FROM,Voluntarily resigned from office,,forward,POSITION_HELD,3,JF,Public officers,1082238,active,,bidirectional_csv,1.0,candidate,,,,,false,
Position,SERVED_AS,Served in role as,,forward,POSITION_HELD,2,JF,Public officers,1082238,active,,bidirectional_csv,1.0,candidate,,,,,false,
Production,MADE_USING_TECHNIQUE,Type made using technique,P2079,forward,,1,T,Technology,1145002,active,Manufacturing technique,discovery_schema,1.0,candidate,,,,,false,
Production,MANUFACTURED_BY,Type manufactured by organization,P176,forward,,1,T,Technology,1145002,active,Manufacturing organization,discovery_schema,1.0,candidate,,,,,false,
Production,MANUFACTURED_IN,Type manufactured in location,P1071,forward,,1,T,Technology,1145002,active,Manufacturing location,discovery_schema,1.0,candidate,,,,,false,
Production,REQUIRES_MATERIAL,Type requires material for production,,forward,,1,T,Technology,1145002,active,Required material,discovery_schema,1.0,candidate,,,,,false,
Production,REQUIRES_SKILL,Type requires skill to make,,forward,,1,T,Technology,1145002,active,Required skill,discovery_schema,1.0,candidate,,,,,false,
Production,TYPICALLY_MADE_OF,Material type is typically made from,P186,forward,,1,T,Technology,1145002,active,Typical material composition,discovery_schema,1.0,candidate,,,,,false,
Reasoning,I1_INFERRED_FROM,Knowledge inferred from evidence,,forward,,1,,Reasoning,,active,CRMinf property - links evidence to inference,crminf_alignment,1.0,candidate,,,,,true,crminf_alignment
Reasoning,I2_BELIEVED_TO_HOLD,Belief about a fact,,forward,,1,,Reasoning,,active,CRMinf property - links inference/belief to conclusion,crminf_alignment,1.0,candidate,,,,,true,crminf_alignment
Reasoning,I3_HAS_NOTE,Has note or explanation,,forward,,1,,Reasoning,,active,CRMinf property - notes about inference,crminf_alignment,1.0,candidate,,,,,true,crminf_alignment
Reasoning,I4_HAS_UNCERTAINTY,Has uncertainty quantification,,forward,,1,,Reasoning,,active,CRMinf property - uncertainty level,crminf_alignment,1.0,candidate,,,,,true,crminf_alignment
Reasoning,I7_HAS_OBJECT,Old belief being revised,,forward,,1,,Reasoning,,active,CRMinf property - belief revision object,crminf_alignment,1.0,candidate,,,,,true,crminf_alignment
Reasoning,I8_HAS_RESULT,New/revised belief,,forward,,1,,Reasoning,,active,CRMinf property - belief revision result,crminf_alignment,1.0,candidate,,,,,true,crminf_alignment
Relations,ALLY_OF,Was ally of,,forward,RELATED_TO,2,HM,Social relations,1122778,active,,bidirectional_csv,1.0,candidate,,,,,false,
Relations,ALLY_OF_BY,Had ally,,inverse,RELATED_TO,2,HM,Social relations,1122778,active,,bidirectional_csv,1.0,candidate,,,,,false,
Relations,ENEMY_OF,Was enemy of,,forward,RELATED_TO,2,HM,Social relations,1122778,active,,bidirectional_csv,1.0,candidate,,,,,false,
Relations,ENEMY_OF_BY,Had enemy,,inverse,RELATED_TO,2,HM,Social relations,1122778,active,,bidirectional_csv,1.0,candidate,,,,,false,
Relations,INFLUENCED,Influenced entity/person,,forward,RELATED_TO,2,HM,Social relations,1122778,active,,bidirectional_csv,1.0,candidate,,,,,false,
Relations,INFLUENCED_BY,Was influenced by,,inverse,RELATED_TO,2,HM,Social relations,1122778,active,,bidirectional_csv,1.0,candidate,,,,,false,
Relations,RELATED_TO,Generic social/political relation,,unidirectional,,1,HM,Social relations,1122778,active,,bidirectional_csv,1.0,candidate,,,,,false,
Religious,CONVERTED_BY,Religion/agent converted person,P140,inverse,,1,BL,Religion,1093763,active,,bidirectional_csv,1.0,candidate,,,,,false,
Religious,CONVERTED_TO,Person converted to religion,P140,forward,,1,BL,Religion,1093763,active,,bidirectional_csv,1.0,candidate,,,,,false,
Religious,DOMAIN_DEITY,Domain has this deity,,inverse,,1,BL,Religion,1093763,active,,bidirectional_csv,1.0,candidate,,,,,false,
Religious,GOD_OF,Deity is god of domain,,forward,,1,BL,Religion,1093763,active,,bidirectional_csv,1.0,candidate,,,,,false,
Religious,HAS_PATRON_DEITY,Group has patron/tutelary deity,,inverse,,1,BL,Religion,1093763,active,,bidirectional_csv,1.0,candidate,,,,,false,
Religious,PATRON_DEITY_OF,Deity is patron/tutelary god of group,,forward,,1,BL,Religion,1093763,active,,bidirectional_csv,1.0,candidate,,,,,false,
Social,CLIENT_OF,Client to patron,,inverse,,1,HM,Social structure,1123372,active,,roman_republic_csv,1.0,candidate,,,,,false,
Social,FREED_BY,Manumission,,inverse,,1,HM,Social structure,1123372,active,,roman_republic_csv,1.0,candidate,,,,,false,
Social,OWNED,Ownership of slaves,,forward,,1,HM,Social structure,1123372,active,,roman_republic_csv,1.0,candidate,,,,,false,
Social,PATRON_OF,Patron-client relationship,,forward,,1,HM,Social structure,1123372,active,,roman_republic_csv,1.0,candidate,,,,,false,
Social,WEARS,Person wears clothing or garment,,forward,,1,HM,Social structure,1123372,active,Wearing clothing,discovery_schema,1.0,candidate,,,,,false,
Social,WORN_BY,Garment is worn by person,,inverse,,1,HM,Social structure,1123372,active,Inverse of WEARS,discovery_schema,1.0,candidate,,,,,false,
